Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
20-Sep-15,2015.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,14.0,Minor injury to left ankle,N,juvenile shark,N,2015-09-20 00:00:00.000000,9.0
20-Sep-15,2015.0,Hawaii,"Upolu Point, North Kohala, Big Island",Unprovoked,United States,Fishing,M,27.0,Severe laceration to left leg,N,"Tiger shark, 13'",N,2015-09-20 00:00:00.000000,9.0
20-Sep-15,2015.0,Florida,"Fernandina Beach, Amelia Island, Nassau County",Unprovoked,United States,Wading,M,12.0,Significant injuries to leg,N,4' shark,N,2015-09-20 00:00:00.000000,9.0
20-Sep-15,2015.0,Florida,"Vilano Beach, St.  Johns County",Unprovoked,United States,Other,M,16.0,Injury to right hand / wrist,N,Unknown,N,2015-09-20 00:00:00.000000,9.0
18-Sep-15,2015.0,Florida,"Big Talbot Island, Duval County",Unprovoked,United States,Swimming,M,,Lacerations to calf,N,Unknown,N,2015-09-18 00:00:00.000000,9.0
17-Sep-15,2015.0,Florida,"Jacksonville Beach, Duval County",Unprovoked,United States,Surfing,M,20.0,Injury to right foot,N,Unknown,N,2015-09-17 00:00:00.000000,9.0
08-Sep-15,2015.0,New South Wales,North Shelly Beach,Unprovoked,Australia,Surfing,M,42.0,Minor laceration to hand,N,6' shark,S,2015-09-08 00:00:00.000000,9.0
06-Sep-15,2015.0,California,"El Pescador Beach, Los Angeles County",Unprovoked,United States,Other,F,50.0,"No injury, shark struck board, tossing her into the sea",N,"White shark, 11' to 12'",N,2015-09-06 00:00:00.000000,9.0
05-Sep-15,2015.0,California,"Deer Creek Beach, Ventura County",Provoked,United States,Fishing,M,29.0,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,Hammerhead shark.,N,2015-09-05 00:00:00.000000,9.0
04-Sep-15,2015.0,New South Wales,Hallidays Point,Unprovoked,Australia,Other,M,62.0,Inuries to lower left leg & ankle,N,"White shark, 2.5 m",S,2015-09-04 00:00:00.000000,9.0
03-Sep-15,2015.0,South Carolina,"Myrtle Beach, Horry County",Unprovoked,United States,Other,M,,Right foot bitten,N,4' shark?,N,2015-09-03 00:00:00.000000,9.0
01-Sep-15,2015.0,Phuket,Karon Beach,Unprovoked,Thailand,Wading,F,37.0,Left foot & ankle bitten,N,small shark,N,2015-09-01 00:00:00.000000,9.0
Sep-15,,,,Unprovoked,Fiji,Fishing,M,,Leg bitten,N,Tiger shark,S,,
29-Aug-15,2015.0,California,"Morro Strand State Beach, San Luis Obispo County",Unprovoked,United States,Surfing,F,54.0,"No injury, surfboard bitten",N,"White shark, 11' to 12'",N,2015-08-29 00:00:00.000000,8.0
29-Aug-15,2015.0,California,"Morro Bay, San Luis Obispo County",Unprovoked,United States,Surfing,M,21.0,"No injury, shark struk sufer's leg and his board",N,"White shark, 10' to 12' ",N,2015-08-29 00:00:00.000000,8.0
22-Aug-15,2015.0,Florida,"Cocoa Beach, Brevard  County",Invalid,United States,Other,M,,Wound to right lower leg,N,Shark involvement not confirmed,N,2015-08-22 00:00:00.000000,8.0
22-Aug-15,2015.0,New South Wales,Lighthouse Beach,Unprovoked,Australia,Surfing,M,38.0,Severe laceration to left buttock & thigh,N,Unknown,S,2015-08-22 00:00:00.000000,8.0
20-Aug-15,2015.0,South Carolina,"Murrells Inlet, Georgetown County",Unprovoked,United States,Surfing,M,15.0,"Injuries to left calf, arm and hand",N,4' shark,N,2015-08-20 00:00:00.000000,8.0
19-Aug-15,2015.0,Florida,"Jacksonville Beach, Duval County",Unprovoked,United States,Other,F,10.0,Lacerations to right leg,N,3' shark,N,2015-08-19 00:00:00.000000,8.0
18-Aug-15,2015.0,California,Santa Barbara County,Unprovoked,United States,Fishing,M,22.0,"No injury, kayak bitten",N,"White shark, 13'",N,2015-08-18 00:00:00.000000,8.0
18-Aug-15,2015.0,Alicante,"Poniente Beach, Benidorm",Invalid,Spain,Swimming,M,10.0,Minor injury when he attempted to touch a fish. ,N,Shark involvement not confirmed,N,2015-08-18 00:00:00.000000,8.0
10-Aug-15,2015.0,California,Cortes Bank,Provoked,United States,Fishing,M,57.0,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead shark. 6' to 7',N,2015-08-10 00:00:00.000000,8.0
31-Jul-15,2015.0,New South Wales,Evans Head,Unprovoked,Australia,Surfing,M,52.0,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark,S,2015-07-31 00:00:00.000000,7.0
26-Jul-15,2015.0,Florida,"Daytona Beach, Volusia County",Unprovoked,United States,Surfing,M,25.0,Minor injury to sole of foot,N,"Blacktip or spinner shark, 4'",N,2015-07-26 00:00:00.000000,7.0
26-Jul-15,2015.0,South Carolina,"Edisto Beach, Colleton County",Invalid,United States,Other,F,35.0,"2' cut to dorsum of foot, 2 puncture wounds to sole",N,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",N,2015-07-26 00:00:00.000000,7.0
25-Jul-15,2015.0,Tasmania,"Lachan Island, Mercury Passage",Unprovoked,Australia,Diving,M,46.0,FATAL,Y,White shark,S,2015-07-25 00:00:00.000000,7.0
23-Jul-15,2015.0,California,"La Jolla, San Diego County",Provoked,United States,Fishing,M,31.0,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"Mako shark, 100-lb",N,2015-07-23 00:00:00.000000,7.0
23-Jul-15,2015.0,Victoria,Tyrendarra Beach near Portland,Unprovoked,Australia,Surfing,M,45.0,Left hand bitten,N,"Bronze whaler shark, 1.5m",S,2015-07-23 00:00:00.000000,7.0
22-Jul-15,2015.0,,St. Leu,Unprovoked,Reunion,Surfing,M,45.0,Arm bitten,N,"Bull shark, 2m",S,2015-07-22 00:00:00.000000,7.0
19-Jul-15,2015.0,Eastern Cape Province,Jeffrey's Bay,Unprovoked,South Africa,Surfing,M,34.0,No injury,N,White shark,S,2015-07-19 00:00:00.000000,7.0
10-Jul-15,2015.0,California,"Huntington Beach, Orange County",Unprovoked,United States,Surfing,M,38.0,"No injury, shark bumped & damaged board",N,"White shark, 7'",N,2015-07-10 00:00:00.000000,7.0
08-Jul-15,2015.0,California,"Huntington Beach, Orange County",Invalid,United States,Other,M,39.0,Laceration to back,N,Shark involvement not cofirmed,N,2015-07-08 00:00:00.000000,7.0
06-Jul-15,2015.0,Bora Bora,,Invalid,French Polynesia,Swimming,M,,Parallel lacerations to torso inconsistent with shark bite,N,No shark involvement,N,2015-07-06 00:00:00.000000,7.0
04-Jul-15,2015.0,Grand Bahama Island,"Port Lucaya, Freeport",Unprovoked,Bahamas,Fishing,F,23.0,Lacerations to lower leg & ankle,N,6' shark,N,2015-07-04 00:00:00.000000,7.0
04-Jul-15,2015.0,North Carolina,"Off Surf City, Pender County",Unprovoked,United States,Other,M,32.0,Lacerations to right hand & forearm,N,Unknown,N,2015-07-04 00:00:00.000000,7.0
03-Jul-15,2015.0,New South Wales,Lennox Head,Unprovoked,Australia,Surfing,M,52.0,"No injury, shark bit surfboard",N,White shark,S,2015-07-03 00:00:00.000000,7.0
02-Jul-15,2015.0,New South Wales,East Ballina,Unprovoked,Australia,Other,M,32.0,Significant injuries to lower legs,N,White shark,S,2015-07-02 00:00:00.000000,7.0
01-Jul-15,2015.0,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Unprovoked,United States,Swimming,M,68.0,"Injuries to torso, hip, lower leg & hands",N,6' to 7' shark,N,2015-07-01 00:00:00.000000,7.0
30-Jun-15,2015.0,New South Wales,"Flat Rock, Yamba",Unprovoked,Australia,Surfing,M,,Hand bitten,N,Unknown,S,2015-06-30 00:00:00.000000,6.0
30-Jun-15,2015.0,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Unprovoked,United States,Other,M,12.0,Shallow lacerations & puncture to lateral left leg,N,4' to 5' shark,N,2015-06-30 00:00:00.000000,6.0
27-Jun-15,2015.0,North Carolina,"Rodanthe, Dare County",Unprovoked,United States,Swimming,M,18.0,"Injuries to right calf, buttock and both hands",N,Bull shark,N,2015-06-27 00:00:00.000000,6.0
27-Jun-15,2015.0,Western Cape Province,Buffels Bay near Knysna,Unprovoked,South Africa,Other,M,19.0,"Right leg severed, multiple lacerations to left leg",N,White shark,S,2015-06-27 00:00:00.000000,6.0
26-Jun-15,2015.0,Florida,"Jacksonville Beach, Duval County",Invalid,United States,Swimming,F,,Minor lacerations to leg,N,Shark involvement not confirmed,N,2015-06-26 00:00:00.000000,6.0
26-Jun-15,2015.0,Western Cape Province,"Lookout Beach, Plettenberg Bay",Unprovoked,South Africa,Surfing,M,23.0,Multiple lacerations to torso & leg,N,"White shark, 2m to 3 m",S,2015-06-26 00:00:00.000000,6.0
26-Jun-15,2015.0,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Unprovoked,United States,Other,M,43.0,Puncture wounds to foot,N,4' shark,N,2015-06-26 00:00:00.000000,6.0
Reported 25-Jun-2015,2015.0,Western Australia,Rottnest Island,Provoked,Australia,Swimming,M,19.0,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,Wobbegong shark,S,2015-06-25 00:00:00.000000,6.0
25-Jun-15,2015.0,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unprovoked,United States,Surfing,M,47.0,Multiple lacerations to back,N,Unknown,N,2015-06-25 00:00:00.000000,6.0
24-Jun-15,2015.0,North Carolina,Surf City,Unprovoked,United States,Swimming,M,6.0,Minor injury to foot,N,Sandtiger shark,N,2015-06-24 00:00:00.000000,6.0
24-Jun-15,2015.0,Western Australia,Denmark,Invalid,Australia,Surfing,F,37.0,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,White shark,S,2015-06-24 00:00:00.000000,6.0
23-Jun-15,2015.0,South Carolina,"St. Helena Island, Beaufort County",Unprovoked,United States,Other,M,9.0,Minor injury to calf ,N,small shark,N,2015-06-23 00:00:00.000000,6.0
19-Jun-15,2015.0,,Off Cabo Rojo,Unprovoked,Puerto Rico,Fishing,M,36.0,Injury to hand,N,Unknown,N,2015-06-19 00:00:00.000000,6.0
17-Jun-15,2015.0,Florida,Daytona Beach Shores,Unprovoked,United States,Swimming,M,10.0,Minor injury to calf ,N,Unknown,N,2015-06-17 00:00:00.000000,6.0
14-Jun-15,2015.0,North Carolina,"Oak Island, Brunswick County",Unprovoked,United States,Wading,M,16.0,Arm amputated below shoulder,N,Bull shark,N,2015-06-14 00:00:00.000000,6.0
14-Jun-15,2015.0,North Carolina,"Oak Island, Brunswick County",Unprovoked,United States,Wading,F,12.0,Left arm amputated at elbow & severe injury to leg,N,Bull shark,N,2015-06-14 00:00:00.000000,6.0
13-Jun-15,2015.0,California,Off San Diego,Unprovoked,United States,Other,F,,Severe laceration to leg,N,Mako shark,N,2015-06-13 00:00:00.000000,6.0
11-Jun-15,2015.0,North Carolina,"Ocean Isle, Brunswick County",Unprovoked,United States,Other,F,13.0,Minor lacerations to foot,N,4' shark,N,2015-06-11 00:00:00.000000,6.0
07-Jun-15,2015.0,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Unprovoked,United States,Other,M,11.0,Lacerations to right calf,N,"Bull shark, 5'",N,2015-06-07 00:00:00.000000,6.0
05-Jun-15,2015.0,Florida,Fort Lauderdale,Unprovoked,United States,Other,F,17.0,Puncture wound to finger,N,small nurse shark,N,2015-06-05 00:00:00.000000,6.0
01-Jun-15,2015.0,Le Port,Folette,Unprovoked,Reunion,Surfing,M,47.0,Left forearm bitten,N,"Bull shark, 2.5 m",S,2015-06-01 00:00:00.000000,6.0
29-May-15,2015.0,Florida,"Cocoa Beach, Brevard  County",Unprovoked,United States,Other,F,14.0,Left foot bitten,N,Unknown,N,2015-05-29 00:00:00.000000,5.0
29-May-15,2015.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Wading,F,19.0,Minor lacerations to dorsum of right foot,N,Unknown,N,2015-05-29 00:00:00.000000,5.0
25-May-15,2015.0,Rangiroa,Avatoru Pass,Unprovoked,French Polynesia,Fishing,M,19.0,Lacerations to right forearm,N,1m to 1.2 m shark,N,2015-05-25 00:00:00.000000,5.0
24-May-15,2015.0,Florida,"Cocoa Beach, Brevard  County",Unprovoked,United States,Swimming,F,13.0,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,Unknown,N,2015-05-24 00:00:00.000000,5.0
20-May-15,2015.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,18.0,2 puncture wounds to  dorsum of left foot,N,5' shark,N,2015-05-20 00:00:00.000000,5.0
15-May-15,2015.0,South Carolina,Sullivan's Island,Unprovoked,United States,Other,M,30.0,Laceration to foot ,N,6' shark,N,2015-05-15 00:00:00.000000,5.0
09-May-15,2015.0,,Kouare ,Unprovoked,New Caledonia,Other,M,50.0,FATAL,Y,"Bull shark, 3.5 m",N,2015-05-09 00:00:00.000000,5.0
07-May-15,2015.0,Florida,"Cocoa Beach, Brevard  County",Unprovoked,United States,Swimming,M,,"Lacerations to lower left leg, ankle & foot",N,Unknown,N,2015-05-07 00:00:00.000000,5.0
03-May-15,2015.0,New South Wales,Saltwater Beach,Unprovoked,Australia,Surfing,M,,Injuries to left arm & right hand,N,White shark,S,2015-05-03 00:00:00.000000,5.0
02-May-15,2015.0,Eastern Cape Province,Port St. John's,Unprovoked,South Africa,Diving,M,29.0,"Injuries to leg, left arm & both hands",N,"White shark, 3.5 m",S,2015-05-02 00:00:00.000000,5.0
29-Apr-15,2015.0,Hawaii,Kanahena Cove ,Unprovoked,United States,Other,F,65.0,FATAL,Y,Unknown,N,2015-04-29 00:00:00.000000,4.0
26-Apr-15,2015.0,Florida,"Resident's Beach, Marco Island",Unprovoked,United States,Wading,M,63.0,Lacerations to left calf,N,3- to 4-foot shark,N,2015-04-26 00:00:00.000000,4.0
25-Apr-15,2015.0,South Australia,Fishery Bay,Unprovoked,Australia,Surfing,M,26.0,Leg severed at mid-thigh,N,"White shark, 6 m",S,2015-04-25 00:00:00.000000,4.0
24-Jun-15,2015.0,New South Wales,"Belongil Beach, Byron Bay",Unprovoked,Australia,Other,M,71.0,"No injury, knocked off ski",N,"White shark, 3 m",S,2015-06-24 00:00:00.000000,6.0
13-Apr-15,2015.0,Florida,"Florida Keys, Monroe County",Unprovoked,United States,Other,M,48.0,Lacerations to shoulder and left bicep,N,"Blue shark, 8 to 9 feet",N,2015-04-13 00:00:00.000000,4.0
11-Apr-15,2015.0,New South Wales,McKenzies Beach,Unprovoked,Australia,Other,M,,Ankle injured,N,Unknown,S,2015-04-11 00:00:00.000000,4.0
12-Apr-15,2015.0,Saint-Gilles-les-Bains,Cap Homard,Unprovoked,Reunion,Surfing,M,13.0,FATAL,Y,Bull shark,S,2015-04-12 00:00:00.000000,4.0
31-Mar-15,2015.0,Pernambuco,"Praia del Chifre, Olinda",Invalid,Brazil,Surfing,M,23.0,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,N,No shark involvement,S,2015-03-31 00:00:00.000000,3.0
03-Apr-15,2015.0,Florida,"3 miles off Jupiter, Palm Beach County",Unprovoked,United States,Fishing,M,70.0,Injuries to head & torso,N,Bull shark,N,2015-04-03 00:00:00.000000,4.0
29-Mar-15,2015.0,Sardinia,,Invalid,Italy,Diving,M,43.0,"FATAL, but shark involvement prior to death unconfirmed",Y,Shark involvement not cofirmed,N,2015-03-29 00:00:00.000000,3.0
26-Mar-15,2015.0,Eastern Cape Province,Yellow Sands Point,Boat,South Africa,Fishing,M,36.0,No injury but kayak bitten,N,"White shark, 4 m",S,2015-03-26 00:00:00.000000,3.0
21-Mar-15,2015.0,,Marsa Alam,Unprovoked,Egypt,Swimming,M,52.0,FATAL,Y,Mako shark,N,2015-03-21 00:00:00.000000,3.0
18-Mar-15,2015.0,Hawaii,Hapuna Beach,Unprovoked,United States,Other,M,58.0,Lacerations to left forearm. Lacerations to left hand and thigh,N,"Tiger shark, 8 to 12 feet",N,2015-03-18 00:00:00.000000,3.0
16-Mar-15,2015.0,Bora Bora,Anau,Unprovoked,French Polynesia,Other,M,9.0,Hand bitten,N,Blacktip shark,N,2015-03-16 00:00:00.000000,3.0
11-Mar-15,2015.0,New South Wales,"Julian Rocks, Byron Bay",Boat,Australia,Fishing,M,,Bruised in falling overboard as shark bumped boat,N,Unknown,S,2015-03-11 00:00:00.000000,3.0
10-Mar-15,2015.0,Sinaloa,Mazlatan,Provoked,Mexico,Fishing,M,36.0,Right hand bitten by hooked shark PROVOKED INCIDENT,N,Unknown,N,2015-03-10 00:00:00.000000,3.0
07-Mar-15,2015.0,Central Tuamotu,"Tupapati, Hikueru Atoll",Unprovoked,French Polynesia,Other,M,1.0,Thigh bitten,N,Blacktip Reef shark ,N,2015-03-07 00:00:00.000000,3.0
15-Feb-15,2015.0,,,Boat,Atlantic Ocean,Other,,,"No injury, shark bit rudder",N,White shark,N,2015-02-15 00:00:00.000000,2.0
14-Feb-15,2015.0,dÉtang-Salé,Ravine Mula,Unprovoked,Reunion,Swimming,F,22.0,FATAL,Y,"Tiger shark, 3.5 m",S,2015-02-14 00:00:00.000000,2.0
09-Feb-15,2015.0,New South Wales,Shelly Beach,Unprovoked,Australia,Surfing,M,41.0,FATAL,Y,3.5 to 4 m shark,S,2015-02-09 00:00:00.000000,2.0
08-Feb-15,2015.0,New South Wales,"Seven Mile Beach, Byron Bay",Unprovoked,Australia,Surfing,M,35.0,Laceration & puncture wounds to right flank & hip,N,2 m to  3 m shark,S,2015-02-08 00:00:00.000000,2.0
05-Feb-15,2015.0,New South Wales,Mereweather Beach,Unprovoked,Australia,Surfing,M,,5 minor puncture wounds to lower left leg,N,1.8 m shark,S,2015-02-05 00:00:00.000000,2.0
30-Jan-15,2015.0,Queensland,"Nerang River, Surfer's  Paradise",Boat,Australia,Other,M,57.0,"No injury, shark's teeth scratched hull",N,"Bull shark, 1.3 m",S,2015-01-30 00:00:00.000000,1.0
27-Jan-15,2015.0,Hawaii,Lahaina,Provoked,United States,Fishing,M,20.0,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,4' shark,N,2015-01-27 00:00:00.000000,1.0
24-Jan-15,2015.0,New South Wales,Flat Rock,Unprovoked,Australia,Surfing,M,,"No injury, surfboard dented",N,Unknown,S,2015-01-24 00:00:00.000000,1.0
19-Jan-15,2015.0,Florida,Off Panama City,Boat,United States,Fishing,M,,No injury but shark bit trolling motor & rammed boat,N,White shark,N,2015-01-19 00:00:00.000000,1.0
19-Jan-15,2015.0,New South Wales,"Wategos Beach, Byon Bay",Invalid,Australia,Surfing,F,,Board snapped in two,N,Shark involvement not confirmed,S,2015-01-19 00:00:00.000000,1.0
17-Jan-15,2015.0,New South Wales,Off Blacksmith Beach,Boat,Australia,Fishing,M,,"Shark bumped boat, no injury to occupants",N,5 m shark,S,2015-01-17 00:00:00.000000,1.0
16-Jan-15,2015.0,New South Wales,"Mollymook Beach, Bannister Head",Unprovoked,Australia,Other,M,17.0,Bitten on hand & wrist,N,1.5 m shark,S,2015-01-16 00:00:00.000000,1.0
08-Jan-15,2015.0,Florida,,Invalid,United States,Swimming,M,38.0,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,No shark involvement,N,2015-01-08 00:00:00.000000,1.0
06-Jan-15,2015.0,Abaco Islands,"Tahiti Beach, Elbow Cay",Unprovoked,Bahamas,Other,F,34.0,Severe bite to right flank,N,White shark or oceanic whitetip shark,N,2015-01-06 00:00:00.000000,1.0
03-Jan-15,2015.0,Eastern Cape Province,Chintsa East Beach,Unprovoked,South Africa,Surfing,M,15.0,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,"Raggedtooth shark, 1.3 m",S,2015-01-03 00:00:00.000000,1.0
01-Jan-15,2015.0,Florida,"Windsor Beach, Indian River County",Unprovoked,United States,Other,M,12.0,Leg bitten,N,"""A small shark""",N,2015-01-01 00:00:00.000000,1.0
29-Dec-14,2014.0,New South Wales,Bherwerre Beach,Unprovoked,Australia,Surfing,,,Lacerations to both feet,N,2 m shark,S,2014-12-29 00:00:00.000000,12.0
29-Dec-14,2014.0,Western Australia,Three Stripes near Cheynes Beach,Unprovoked,Australia,Fishing,M,17.0,FATAL,Y,"White shark, 4 to 5 m",S,2014-12-29 00:00:00.000000,12.0
28-Dec-14,2014.0,,33 nautical miles off Othonoi Island,Sea Disaster,Greece,Other,,,"Of 9 bodies recovered, one was bitten by a shark",N,Shark involvement prior to death still to be determined,N,2014-12-28 00:00:00.000000,12.0
28-Dec-14,2014.0,KwaZulu-Natal,Durban,Invalid,South Africa,Swimming,,,Minor cuts on feet,N,Shark involvement not confirmed & highly unlikely,S,2014-12-28 00:00:00.000000,12.0
28-Dec-14,2014.0,California,"Montaña de Oro State Park, San Luis Obispo County ",Unprovoked,United States,Surfing,M,50.0,Injury to hip/leg,N,"White shark, 8' to 10'",N,2014-12-28 00:00:00.000000,12.0
28-Dec-14,2014.0,Victoria,Paradise Beach,Provoked,Australia,Fishing,M,45.0,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,1.5 m shark,S,2014-12-28 00:00:00.000000,12.0
Reported 23-Dec-2014,2014.0,,,Unprovoked,Japan,Diving,M,,"No injury, shark snagged its teeth in diver's suit",N,Goblin shark,N,2014-12-23 00:00:00.000000,12.0
15-Dec-14,2014.0,Queensland,Rudder Reef,Unprovoked,Australia,Fishing,M,17.0,FATAL,Y,Unknown,S,2014-12-15 00:00:00.000000,12.0
Reported 03-Dec-2014,2014.0,Granada,Off Motril,Provoked,Spain,Fishing,M,,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,Unknown,N,2014-12-03 00:00:00.000000,12.0
29-Nov-14,2014.0,Western Australia,"Pyramids Beach, Port Bouvard",Unprovoked,Australia,Surfing,M,13.0,Minor injuries to right leg,N,Unknown,S,2014-11-29 00:00:00.000000,11.0
20-Nov-14,2014.0,Cargados Carajos Shoals (St. Brandon),,Provoked,Mauritius,Fishing,M,39.0,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,Unknown,S,2014-11-20 00:00:00.000000,11.0
19-Nov-14,2014.0,Western Australia,Freo,Boat,Australia,Fishing,M,,"Shark chasing fish bumped boat, no injury to occupants",N,White shark,S,2014-11-19 00:00:00.000000,11.0
16-Nov-14,2014.0,Florida,"Indian Harbor Beach, Brevard County",Unprovoked,United States,Surfing,M,44.0,Laceration to left hand,N,2' shark,N,2014-11-16 00:00:00.000000,11.0
Reported 17-Nov-2014,2014.0,California,"Franklin Point, San Mateo County",Boat,United States,Other,,,"Shark bumped boat, no injury to occupants",N,White shark,N,2014-11-17 00:00:00.000000,11.0
13-Nov-14,2014.0,Hawaii,"Airplane Beach, Lahina, West Maui",Unprovoked,United States,Other,M,53.0,Laceration to left upper leg,N,1.5 m shark,N,2014-11-13 00:00:00.000000,11.0
10-Nov-14,2014.0,New South Wales,Moonee Beach,Unprovoked,Australia,Surfing,M,,Minor injury to lower leg and foot,N,Unknown,S,2014-11-10 00:00:00.000000,11.0
08-Nov-14,2014.0,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Unprovoked,United States,Surfing,M,18.0,Minor injuries to hand & arm ,N,Unknown,N,2014-11-08 00:00:00.000000,11.0
31-Oct-14,2014.0,Hawaii,"North Kohala, Hawaii County",Unprovoked,United States,Surfing,F,34.0,Lacerations to fingers,N,"Tiger shark, 12'",N,2014-10-31 00:00:00.000000,10.0
29-Oct-14,2014.0,New South Wales,Wallabi Point,Provoked,Australia,Surfing,M,20.0,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,Unknown,S,2014-10-29 00:00:00.000000,10.0
